Dia_da_Semana;Data;Hora;Temperatura;Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Irradiacao;energia_gerada
qua;16/02/2022;0:00;;;;;;28581
qua;16/02/2022;1:00;;;;;;28593
qua;16/02/2022;2:00;;;;;;28605
qua;16/02/2022;3:00;;;;;;28617
qua;16/02/2022;4:00;;;;;;28629
qua;16/02/2022;5:00;;;;;;28641
qua;16/02/2022;6:00;;;;;;28653
qua;16/02/2022;7:00;;;;;;28665
qua;16/02/2022;8:00;;;;;;28677
qua;16/02/2022;9:00;;;;;;28689
qua;16/02/2022;10:00;;;;;;28701
qua;16/02/2022;11:00;;;;;;28713
qua;16/02/2022;12:00;28,1;3,9;124;;542,2;28725
qua;16/02/2022;13:00;28,8;3,5;124;8,5;2296,5;28737
qua;16/02/2022;14:00;29,4;1,9;124;8,5;2514,8;28749
qua;16/02/2022;15:00;30,2;1,4;124;7,6;2000,8;28761
qua;16/02/2022;16:00;28,9;1,2;124;8,3;2139,3;28773
qua;16/02/2022;17:00;29,3;2,1;124;7,9;2190,7;28785
qua;16/02/2022;18:00;29,3;1,2;124;8,2;2376,4;28797
qua;16/02/2022;19:00;28,5;1,4;124;7,4;2110,6;28809
qua;16/02/2022;20:00;28,1;2,2;124;7,7;1282,6;28821
qua;16/02/2022;21:00;27,3;0;124;7,1;431,2;28833
qua;16/02/2022;22:00;27,1;0,9;124;5,8;16,9;28845
qua;16/02/2022;23:00;26,9;0;124;5,8;;28857
qui;17/02/2022;0:00;26,8;0;124;5,2;;28869
qui;17/02/2022;1:00;26,7;0;124;5,1;;28881
qui;17/02/2022;2:00;26,5;0;124;3,4;;28893
qui;17/02/2022;3:00;26,3;0;124;3,2;;28905
qui;17/02/2022;4:00;26;0;124;2,7;;28917
qui;17/02/2022;5:00;25,8;0;124;2,2;;28929
qui;17/02/2022;6:00;25,2;0;124;0;;28941
qui;17/02/2022;7:00;24,5;0;124;0;;28953
qui;17/02/2022;8:00;24;0;124;0;;28965
qui;17/02/2022;9:00;23,6;0;124;0;;28977
qui;17/02/2022;10:00;23,4;0;124;0;30,5;28989
qui;17/02/2022;11:00;25,6;0;124;0;305,2;29001
qui;17/02/2022;12:00;28;3,2;124;7,2;656,9;29013
qui;17/02/2022;13:00;28,5;4;124;8,6;2336,8;29025
qui;17/02/2022;14:00;28,7;2,4;124;8,6;1872,9;29037
qui;17/02/2022;15:00;29;0,7;124;7,4;2118,7;29049
qui;17/02/2022;16:00;28,9;3,2;124;7,5;2014,2;29061
qui;17/02/2022;17:00;28,4;2,7;124;7,4;2078,9;29073
qui;17/02/2022;18:00;29,3;1;124;7,5;2406;29085
qui;17/02/2022;19:00;28,9;3,3;124;7,1;2297,8;29097
qui;17/02/2022;20:00;28,4;1,7;124;7;1590,3;29109
qui;17/02/2022;21:00;27,3;1,1;124;6,7;775,1;29121
qui;17/02/2022;22:00;26,7;0,4;124;8;50,3;29133
qui;17/02/2022;23:00;26,7;3,3;124;8;;29145
sex;18/02/2022;0:00;26,5;3,1;124;7,3;;29157
sex;18/02/2022;1:00;26,4;1,7;124;6,9;;29169
sex;18/02/2022;2:00;26,4;0,2;124;5,9;;29181
sex;18/02/2022;3:00;26,3;0,3;124;5,8;;29193
sex;18/02/2022;4:00;26,2;0;124;6;;29205
sex;18/02/2022;5:00;26;0;124;4,9;;29217
sex;18/02/2022;6:00;25,9;0;124;3,6;;29229
sex;18/02/2022;7:00;25,8;0;124;4,5;;29241
sex;18/02/2022;8:00;25,7;0;124;4,2;;29253
sex;18/02/2022;9:00;25;0;124;2,8;;29265
sex;18/02/2022;10:00;24,1;0;124;0;57,1;29277
sex;18/02/2022;11:00;25,5;0;124;0;308,1;29289
sex;18/02/2022;12:00;27,8;0;124;4,8;893,3;29301
sex;18/02/2022;13:00;29,4;0,2;124;5,6;2160,8;29313
sex;18/02/2022;14:00;28,5;0;124;6;1949,5;29325
sex;18/02/2022;15:00;28,2;0,7;124;5;1269,3;29337
sex;18/02/2022;16:00;29,8;1,1;124;7,8;2175,3;29349
sex;18/02/2022;17:00;29,6;0,3;124;6,9;2397,4;29361
sex;18/02/2022;18:00;29,4;1,7;124;7,9;2546,9;29373
sex;18/02/2022;19:00;28,8;3;124;7,9;2284,8;29385
sex;18/02/2022;20:00;28,5;3,1;124;6,9;1720,5;29397
sex;18/02/2022;21:00;27,2;2,2;124;7,9;651,9;29409
sex;18/02/2022;22:00;26,8;0,2;124;6,5;33,1;29421
sex;18/02/2022;23:00;26,9;0,8;124;6,1;;29433
sáb;19/02/2022;0:00;27;1,2;124;6,9;;29445
sáb;19/02/2022;1:00;27;1,4;124;7,6;;29457
sáb;19/02/2022;2:00;26,8;2,2;124;7,2;;29469
sáb;19/02/2022;3:00;27;0,7;124;6;;29481
sáb;19/02/2022;4:00;26,7;0,8;124;7;;29493
sáb;19/02/2022;5:00;26,5;0,1;124;6,4;;29505
sáb;19/02/2022;6:00;26,4;0,7;124;5,9;;29517
sáb;19/02/2022;7:00;26,2;0;124;5,6;;29529
sáb;19/02/2022;8:00;26,2;0;124;5,5;;29541
sáb;19/02/2022;9:00;26,3;0,6;124;4,7;;29553
sáb;19/02/2022;10:00;26,6;0,6;124;6,4;60,1;29565
sáb;19/02/2022;11:00;27,1;3,8;124;7,4;290,4;29577
sáb;19/02/2022;12:00;28,2;2,4;124;7,4;919,3;29589
sáb;19/02/2022;13:00;29,3;2,9;124;7,6;2028,9;29601
sáb;19/02/2022;14:00;29,1;2,5;124;7,5;2137,2;29613
sáb;19/02/2022;15:00;29,3;1,7;124;8;2174,3;29625
sáb;19/02/2022;16:00;29,5;2,2;124;7,9;2008,8;29637
sáb;19/02/2022;17:00;29;3,4;124;7,3;1974,2;29649
sáb;19/02/2022;18:00;29,6;3,4;124;7,5;2671,9;29661
sáb;19/02/2022;19:00;28,4;3,6;124;7,6;2199,1;29673
sáb;19/02/2022;20:00;27,8;2,6;124;7,6;572,3;29685
sáb;19/02/2022;21:00;27,3;0;124;6,7;224,6;29697
sáb;19/02/2022;22:00;27;0,3;124;4,8;15,4;29709
sáb;19/02/2022;23:00;27,1;0;124;5,5;;29721
dom;20/02/2022;0:00;27;0;124;5,5;;29733
dom;20/02/2022;1:00;26,8;0,1;124;5,3;;29745
dom;20/02/2022;2:00;26,6;0;124;4,6;;29757
dom;20/02/2022;3:00;26,5;0;124;3,6;;29769
dom;20/02/2022;4:00;26,4;0;124;3,4;;29781
dom;20/02/2022;5:00;26,2;0;124;0;;29793
dom;20/02/2022;6:00;25,7;0;124;0;;29805
dom;20/02/2022;7:00;24,6;0;124;0;;29817
dom;20/02/2022;8:00;24;0;124;0;;29829
dom;20/02/2022;9:00;23,5;0;124;0;;29841
dom;20/02/2022;10:00;24;0;124;0;82,3;29853
dom;20/02/2022;11:00;26,7;0;124;0,4;527,8;29865
dom;20/02/2022;12:00;28,5;0,8;124;5;979,1;29877
dom;20/02/2022;13:00;28,1;0,3;124;5,7;1039,7;29889
dom;20/02/2022;14:00;28,6;0;124;4,2;1339,5;29901
dom;20/02/2022;15:00;28;0;124;4,7;1161,7;29913
dom;20/02/2022;16:00;28,8;0;124;3,3;1263,6;29925
dom;20/02/2022;17:00;28,3;0,4;124;4,5;1315;29937
dom;20/02/2022;18:00;28;0,4;124;5;1126,7;29949
dom;20/02/2022;19:00;27,6;0;124;5;546,4;29961
dom;20/02/2022;20:00;27,1;0,1;124;4,4;118,2;29973
dom;20/02/2022;21:00;26,9;0;129;4,1;41,1;29985
dom;20/02/2022;22:00;27;0,9;129;5,8;1,3;29997
dom;20/02/2022;23:00;26,7;1,1;129;5,8;;30009
seg;21/02/2022;0:00;27;0;129;7,1;;30021
seg;21/02/2022;1:00;27;1,2;129;7,1;;30033
seg;21/02/2022;2:00;26,2;2;129;7,3;;30045
seg;21/02/2022;3:00;26,7;1,5;129;6,3;;30057
seg;21/02/2022;4:00;26,6;0,5;129;6,6;;30069
seg;21/02/2022;5:00;26,5;0,4;129;5,1;;30081
seg;21/02/2022;6:00;24,4;0;129;4,8;;30093
seg;21/02/2022;7:00;24,4;0,5;100;14,9;0,3;30105
seg;21/02/2022;8:00;;;;;;30117
seg;21/02/2022;9:00;;;;;;30129
seg;21/02/2022;10:00;;;;;;30141
seg;21/02/2022;11:00;;;;;;30153
seg;21/02/2022;12:00;;;;;;30165
seg;21/02/2022;13:00;;;;;;30177
seg;21/02/2022;14:00;;;;;;30189
seg;21/02/2022;15:00;;;;;;30201
seg;21/02/2022;16:00;;;;;;30213
seg;21/02/2022;17:00;26,3;0;113;;378;30225
seg;21/02/2022;18:00;25,9;3,8;106;10,7;394,5;30237
seg;21/02/2022;19:00;25,3;3,1;129;7,8;140,4;30249
seg;21/02/2022;20:00;22,6;0;124;12,4;89,6;30261
seg;21/02/2022;21:00;;;;;;30273
seg;21/02/2022;22:00;;;;;;30285
seg;21/02/2022;23:00;;;;;;30297
ter;22/02/2022;0:00;;;;;;30309
ter;22/02/2022;1:00;;;;;;30321
ter;22/02/2022;2:00;;;;;;30333
ter;22/02/2022;3:00;;;;;;30345
ter;22/02/2022;4:00;;;;;;30357
ter;22/02/2022;5:00;;;;;;30369
ter;22/02/2022;6:00;;;;;;30381
ter;22/02/2022;7:00;;;;;;30393
ter;22/02/2022;8:00;;;;;;30405
ter;22/02/2022;9:00;;;;;;30417
ter;22/02/2022;10:00;24,3;0;80;;61,1;30429
ter;22/02/2022;11:00;26,1;0;101;0;501,1;30441
ter;22/02/2022;12:00;28,1;0;101;0,4;970,9;30453
ter;22/02/2022;13:00;29,7;2,7;111;7,9;1442,7;30465
ter;22/02/2022;14:00;28,5;0,7;141;10,3;1878,8;30477
ter;22/02/2022;15:00;29,4;4;149;9;2495,8;30489
ter;22/02/2022;16:00;25,9;0,7;136;11,3;1494,2;30501
ter;22/02/2022;17:00;27,8;3;112;9,8;1083,5;30513
ter;22/02/2022;18:00;27,7;2,9;120;11,2;969,1;30525
ter;22/02/2022;19:00;27,9;3,8;130;8,4;849,4;30537
ter;22/02/2022;20:00;27,6;3,9;135;8,5;474,1;30549
ter;22/02/2022;21:00;27,4;3,5;141;8,5;202,8;30561
ter;22/02/2022;22:00;27,1;3,7;141;8,5;31,4;30573
ter;22/02/2022;23:00;27,2;2,4;121;8,9;16,1;30585
qua;23/02/2022;0:00;27,1;1,4;119;7,3;16,7;30597
qua;23/02/2022;1:00;27,1;3;129;8,5;14,7;30609
qua;23/02/2022;2:00;;;;;;30621
qua;23/02/2022;3:00;;;;;;30633
qua;23/02/2022;4:00;;;;;;30645
qua;23/02/2022;5:00;;;;;;30657
qua;23/02/2022;6:00;;;;;;30669
qua;23/02/2022;7:00;;;;;;30681
qua;23/02/2022;8:00;;;;;;30693
qua;23/02/2022;9:00;;;;;;30705
qua;23/02/2022;10:00;;;;;;30717
qua;23/02/2022;11:00;;;;;;30729
qua;23/02/2022;12:00;29,4;4,5;90;9,8;1232,1;30741
qua;23/02/2022;13:00;29,2;5,4;113;12,2;2461,1;30753
qua;23/02/2022;14:00;29,6;6,4;117;11,7;2238,5;30765
qua;23/02/2022;15:00;29,9;5,2;118;11,3;2600,2;30777
qua;23/02/2022;16:00;29,6;5,3;106;11,1;2291,2;30789
qua;23/02/2022;17:00;29,5;4,8;98;9,6;2414,5;30801
qua;23/02/2022;18:00;29,6;3,8;108;9,7;2578,2;30813
qua;23/02/2022;19:00;29,3;3,3;109;11;2160,2;30825
qua;23/02/2022;20:00;28,8;3,7;113;10,7;1400,6;30837
qua;23/02/2022;21:00;27,7;2,5;123;10;510,3;30849
qua;23/02/2022;22:00;27,2;1,1;127;8,4;35,8;30861
qua;23/02/2022;23:00;27,3;1,7;129;7,5;;30873
qui;24/02/2022;0:00;27,1;1;124;7,4;0,7;30885
qui;24/02/2022;1:00;27,1;0,6;124;7,1;1,1;30897
qui;24/02/2022;2:00;26,7;3;116;7,9;2,1;30909
qui;24/02/2022;3:00;26,8;1,5;122;7;2,1;30921
qui;24/02/2022;4:00;26,7;0;111;6,4;4,1;30933
qui;24/02/2022;5:00;26,7;1,8;97;6,5;2,8;30945
qui;24/02/2022;6:00;26,5;0,1;100;6,6;2,9;30957
qui;24/02/2022;7:00;26,6;0,3;101;7,4;2,8;30969
qui;24/02/2022;8:00;26,6;0,5;101;6,9;3,7;30981
qui;24/02/2022;9:00;26,5;0;101;6,3;3,4;30993
qui;24/02/2022;10:00;26,1;0;101;4,4;65,3;31005
qui;24/02/2022;11:00;27,6;0,4;101;5;300,8;31017
qui;24/02/2022;12:00;28,2;2,7;101;7,6;796,4;31029
qui;24/02/2022;13:00;28,8;2,1;96;7,5;1067,4;31041
qui;24/02/2022;14:00;29;4,7;111;9,8;1606,8;31053
qui;24/02/2022;15:00;29,1;2,6;101;9,8;1813,4;31065
qui;24/02/2022;16:00;29,4;3,7;108;8,1;1706,2;31077
qui;24/02/2022;17:00;29,6;3,1;119;8,9;2258,7;31089
qui;24/02/2022;18:00;29,6;3,4;118;8,8;2042,4;31101
qui;24/02/2022;19:00;28,2;4,7;123;9;1703,8;31113
qui;24/02/2022;20:00;28;2,2;121;8,2;561,4;31125
qui;24/02/2022;21:00;27,7;2,5;112;8,3;264,5;31137
qui;24/02/2022;22:00;27,3;0,2;113;7,4;20;31149
qui;24/02/2022;23:00;27,3;2,6;113;8,4;;31161
sex;25/02/2022;0:00;27,2;0,6;126;8,7;;31173
sex;25/02/2022;1:00;27,2;1,2;119;6,8;;31185
sex;25/02/2022;2:00;25,8;1,2;124;10,5;2,1;31197
sex;25/02/2022;3:00;25,9;2,5;121;8,2;8;31209
sex;25/02/2022;4:00;;;;;;31221
sex;25/02/2022;5:00;;;;;;31233
sex;25/02/2022;6:00;;;;;;31245
sex;25/02/2022;7:00;;;;;;31257
sex;25/02/2022;8:00;;;;;;31269
sex;25/02/2022;9:00;;;;;;31281
sex;25/02/2022;10:00;;;;;;31293
sex;25/02/2022;11:00;;;;;;31305
sex;25/02/2022;12:00;32;3,1;113;;439;31317
sex;25/02/2022;13:00;29,5;3,1;146;8,3;2256,2;31329
sex;25/02/2022;14:00;28,6;2,9;101;7,8;2108,4;31341
sex;25/02/2022;15:00;27,6;0,6;95;8,5;1186,1;31353
sex;25/02/2022;16:00;29,2;3,1;118;8,4;2351,1;31365
sex;25/02/2022;17:00;29,3;4,8;117;10,1;2576,4;31377
sex;25/02/2022;18:00;29,1;4,5;113;8,8;2728,7;31389
sex;25/02/2022;19:00;29,3;3,9;113;9,3;2480,9;31401
sex;25/02/2022;20:00;27,8;4,7;112;10,9;852,2;31413
sex;25/02/2022;21:00;26,9;4,4;113;10,8;267,4;31425
sex;25/02/2022;22:00;27,1;4,2;112;10;20,8;31437
sex;25/02/2022;23:00;26,4;0;107;11,9;0,7;31449
sáb;26/02/2022;0:00;25;0;107;4,5;0,4;31461
sáb;26/02/2022;1:00;24,8;0;107;0;0,8;31473
sáb;26/02/2022;2:00;23,7;0;90;9,8;3,1;31485
sáb;26/02/2022;3:00;23,5;0;90;2,6;1,9;31497
sáb;26/02/2022;4:00;24,6;0;90;0;1,6;31509
sáb;26/02/2022;5:00;26,3;2,1;90;6,5;7,4;31521
sáb;26/02/2022;6:00;26,4;1,3;109;7,1;8,8;31533
sáb;26/02/2022;7:00;26,4;1,9;113;6,6;6,7;31545
sáb;26/02/2022;8:00;26,1;0;113;5,8;4,7;31557
sáb;26/02/2022;9:00;;;;;;31569
sáb;26/02/2022;10:00;;;;;;31581
sáb;26/02/2022;11:00;;;;;;31593
sáb;26/02/2022;12:00;;;;;;31605
sáb;26/02/2022;13:00;;;;;;31617
sáb;26/02/2022;14:00;;;;;;31629
sáb;26/02/2022;15:00;29,8;3,4;115;;1082,4;31641
sáb;26/02/2022;16:00;29,2;5;128;11,1;1903,9;31653
sáb;26/02/2022;17:00;29;5,2;115;11,1;1943,6;31665
sáb;26/02/2022;18:00;29,1;4,2;116;9,6;2185,1;31677
sáb;26/02/2022;19:00;28,6;4,3;117;9,4;1458,8;31689
sáb;26/02/2022;20:00;27,9;3,1;112;9,4;1208,5;31701
sáb;26/02/2022;21:00;27,3;2,6;126;8,6;170,1;31713
sáb;26/02/2022;22:00;27;2,9;124;7,5;17,4;31725
sáb;26/02/2022;23:00;27,1;3,3;124;7,9;;31737
dom;27/02/2022;0:00;26,9;1,2;124;6,6;;31749
dom;27/02/2022;1:00;26,9;1,1;124;6,8;1,3;31761
dom;27/02/2022;2:00;26,8;3,2;124;6,7;0,6;31773
dom;27/02/2022;3:00;26,7;2,5;114;7,4;;31785
dom;27/02/2022;4:00;;;;;;31797
dom;27/02/2022;5:00;;;;;;31809
dom;27/02/2022;6:00;;;;;;31821
dom;27/02/2022;7:00;;;;;;31833
dom;27/02/2022;8:00;;;;;;31845
dom;27/02/2022;9:00;;;;;;31857
dom;27/02/2022;10:00;;;;;;31869
dom;27/02/2022;11:00;;;;;;31881
dom;27/02/2022;12:00;;;;;;31893
dom;27/02/2022;13:00;29,3;2,4;113;;1843,1;31905
dom;27/02/2022;14:00;29,5;1,1;113;7,3;2362,9;31917
dom;27/02/2022;15:00;29,2;2,3;113;6,6;2018,8;31929
dom;27/02/2022;16:00;30;0,9;113;6,3;2605,9;31941
dom;27/02/2022;17:00;28,9;1,8;113;8,2;2538,6;31953
dom;27/02/2022;18:00;29,1;2,6;113;8,2;2659,5;31965
dom;27/02/2022;19:00;28,5;3,2;113;7,9;2052,4;31977
dom;27/02/2022;20:00;27,8;3,8;113;8;822,6;31989
dom;27/02/2022;21:00;27,4;1,5;107;7,8;241,6;32001
dom;27/02/2022;22:00;27,2;3,2;107;7,6;16,8;32013
dom;27/02/2022;23:00;27,1;1,6;107;7,2;;32025
seg;28/02/2022;0:00;27,1;0,5;107;6,6;;32037
seg;28/02/2022;1:00;27,1;0;107;6,4;;32049
seg;28/02/2022;2:00;27;0,4;107;6,3;1,2;32061
seg;28/02/2022;3:00;26,8;0,1;107;6,3;1,4;32073
seg;28/02/2022;4:00;26,7;0,6;107;6,3;;32085
seg;28/02/2022;5:00;26,6;0,1;113;6,3;;32097
seg;28/02/2022;6:00;26,7;0;109;4,4;0,1;32109
seg;28/02/2022;7:00;24,1;0;107;8,1;1,4;32121
seg;28/02/2022;8:00;24,8;0;107;0;;32133
seg;28/02/2022;9:00;;;;;;32145
seg;28/02/2022;10:00;;;;;;32157
seg;28/02/2022;11:00;;;;;;32169
seg;28/02/2022;12:00;29,7;;;;105,3;32181
seg;28/02/2022;13:00;29;0,5;107;5,4;2053,1;32193
seg;28/02/2022;14:00;28,8;0,4;101;6,5;1801,8;32205
seg;28/02/2022;15:00;29,5;0,5;95;8,1;2255,7;32217
seg;28/02/2022;16:00;28,8;3;95;7,5;2053,7;32229
seg;28/02/2022;17:00;29,4;3,5;96;8,9;2263,7;32241
seg;28/02/2022;18:00;28;1;96;7,6;2077,9;32253
seg;28/02/2022;19:00;27,7;1,8;96;6,2;739,6;32265
seg;28/02/2022;20:00;27,4;2,7;96;7,5;493,3;32277
seg;28/02/2022;21:00;27,2;0,2;96;6,9;208,6;32289
seg;28/02/2022;22:00;25,4;0,6;96;8,6;12,5;32301
seg;28/02/2022;23:00;25,9;0,8;96;6,3;;32313
ter;01/03/2022;0:00;25,9;0,1;96;5,4;;32325
ter;01/03/2022;1:00;25,1;0;96;0;;32337
ter;01/03/2022;2:00;24,6;0;96;0;;32349
ter;01/03/2022;3:00;23,7;2,9;94;10,1;;32361
ter;01/03/2022;4:00;22,1;0;96;10,1;1,3;32373
ter;01/03/2022;5:00;22,8;0;96;0;;32385
ter;01/03/2022;6:00;22,7;0;96;1,1;0,8;32397
ter;01/03/2022;7:00;22,8;0;96;0;0,2;32409
ter;01/03/2022;8:00;22;0;96;3,7;0,5;32421
ter;01/03/2022;9:00;;;;;;32433
ter;01/03/2022;10:00;;;;;;32445
ter;01/03/2022;11:00;;;;;;32457
ter;01/03/2022;12:00;;;;;;32469
ter;01/03/2022;13:00;25,4;0;96;;243,2;32481
ter;01/03/2022;14:00;26,2;0;96;0;911,4;32493
ter;01/03/2022;15:00;27,2;0;96;0;1132,1;32505
ter;01/03/2022;16:00;27,8;0;97;3,7;1344,3;32517
ter;01/03/2022;17:00;28,1;0,8;107;4,9;1563,7;32529
ter;01/03/2022;18:00;27,8;0;110;4,9;1712,7;32541
ter;01/03/2022;19:00;27,8;0;112;4,2;2159,3;32553
ter;01/03/2022;20:00;26,8;0;113;1,6;992,2;32565
ter;01/03/2022;21:00;26,6;0;113;2,4;256,1;32577
ter;01/03/2022;22:00;26,3;0;113;6,1;21,5;32589
ter;01/03/2022;23:00;26,7;1,2;113;6,2;;32601
qua;02/03/2022;0:00;26,9;0,2;118;5,7;;32613
qua;02/03/2022;1:00;26,6;0;115;6,3;;32625
qua;02/03/2022;2:00;26,8;1,2;113;8;;32637
qua;02/03/2022;3:00;26,6;0;113;6,4;;32649
qua;02/03/2022;4:00;;;;;;32661
qua;02/03/2022;5:00;;;;;;32673
qua;02/03/2022;6:00;;;;;;32685
qua;02/03/2022;7:00;;;;;;32697
qua;02/03/2022;8:00;;;;;;32709
qua;02/03/2022;9:00;;;;;;32721
qua;02/03/2022;10:00;;;;;;32733
qua;02/03/2022;11:00;28;0,7;124;;288,9;32745
qua;02/03/2022;12:00;29,1;0,5;125;6,8;1463;32757
qua;02/03/2022;13:00;28,6;0,8;134;6,4;1816;32769
qua;02/03/2022;14:00;29,6;1,6;134;6,7;1897,5;32781
qua;02/03/2022;15:00;30,1;2,3;135;8,2;2428,6;32793
qua;02/03/2022;16:00;27,7;3,8;138;7,8;2023,1;32805
qua;02/03/2022;17:00;29,3;3,2;138;8,2;2144,7;32817
qua;02/03/2022;18:00;28,8;2,8;152;8,6;2418,6;32829
qua;02/03/2022;19:00;29;3,1;152;8;2294,7;32841
qua;02/03/2022;20:00;27,8;2,2;152;7,9;1479,6;32853
qua;02/03/2022;21:00;27,6;2,1;141;6,7;598,9;32865
qua;02/03/2022;22:00;27,1;1,6;135;6,5;24;32877
qua;02/03/2022;23:00;27;2,2;112;7;;32889
qui;03/03/2022;0:00;27;0,8;121;6,8;;32901
qui;03/03/2022;1:00;26,5;2,4;101;6,7;;32913
qui;03/03/2022;2:00;26,5;1,4;109;6,9;;32925
qui;03/03/2022;3:00;26,7;0,8;108;5,7;;32937
qui;03/03/2022;4:00;26,6;0,2;107;5,7;;32949
qui;03/03/2022;5:00;26,3;0;107;5,2;;32961
qui;03/03/2022;6:00;26,4;1;107;5,6;;32973
qui;03/03/2022;7:00;26,4;0;106;5,8;;32985
qui;03/03/2022;8:00;26,3;0;107;5,3;;32997
qui;03/03/2022;9:00;26;0;107;2,6;;33009
qui;03/03/2022;10:00;26;0,3;107;7;38,4;33021
qui;03/03/2022;11:00;26,6;0,2;107;5,5;263,4;33033
qui;03/03/2022;12:00;28,5;1,5;104;5,8;1536,4;33045
qui;03/03/2022;13:00;28,5;3,5;101;6,8;1692,6;33057
qui;03/03/2022;14:00;29,5;2,6;100;8,6;2296;33069
qui;03/03/2022;15:00;28,9;3,6;96;8,4;2443,3;33081
qui;03/03/2022;16:00;29,4;2,6;96;7,6;2162,3;33093
qui;03/03/2022;17:00;24,3;1,9;94;12,8;1884;33105
qui;03/03/2022;18:00;26,4;0,8;90;7,8;649,1;33117
qui;03/03/2022;19:00;27,1;0,8;95;5,8;655,7;33129
qui;03/03/2022;20:00;27,7;2,8;96;7,4;784,5;33141
qui;03/03/2022;21:00;27,2;1,2;96;7;631;33153
qui;03/03/2022;22:00;26,8;0,7;96;7,6;23,9;33165
qui;03/03/2022;23:00;26,8;1,4;96;6,2;;33177
sex;04/03/2022;0:00;26,6;1,3;101;6,9;;33189
sex;04/03/2022;1:00;26,2;0;101;6,4;;33201
sex;04/03/2022;2:00;25,4;1,3;101;8;;33213
sex;04/03/2022;3:00;24,1;0;101;8;;33225
sex;04/03/2022;4:00;25,4;0,5;101;5,5;;33237
sex;04/03/2022;5:00;;;;;;33249
sex;04/03/2022;6:00;;;;;;33261
sex;04/03/2022;7:00;;;;;;33273
sex;04/03/2022;8:00;;;;;;33285
sex;04/03/2022;9:00;;;;;;33297
sex;04/03/2022;10:00;;;;;;33309
sex;04/03/2022;11:00;;;;;;33321
sex;04/03/2022;12:00;;;;;;33333
sex;04/03/2022;13:00;;;;;;33345
sex;04/03/2022;14:00;26,9;0,9;101;6,8;1400,9;33357
sex;04/03/2022;15:00;25;3,8;101;8,9;1304,2;33369
sex;04/03/2022;16:00;24,1;0;101;8,9;344,9;33381
sex;04/03/2022;17:00;25,8;0;101;3,3;691,5;33393
sex;04/03/2022;18:00;27,5;0,8;101;6,4;1256,9;33405
sex;04/03/2022;19:00;26,6;2,4;101;7,5;963,9;33417
sex;04/03/2022;20:00;24,2;0,4;102;10,1;416,8;33429
sex;04/03/2022;21:00;24,2;0;101;6,6;113,7;33441
sex;04/03/2022;22:00;;;;;;33453
sex;04/03/2022;23:00;;;;;;33465
sáb;05/03/2022;0:00;;;;;;33477
sáb;05/03/2022;1:00;;;;;;33489
sáb;05/03/2022;2:00;;;;;;33501
sáb;05/03/2022;3:00;;;;;;33513
sáb;05/03/2022;4:00;;;;;;33525
sáb;05/03/2022;5:00;;;;;;33537
sáb;05/03/2022;6:00;;;;;;33549
sáb;05/03/2022;7:00;;;;;;33561
sáb;05/03/2022;8:00;;;;;;33573
sáb;05/03/2022;9:00;;;;;;33585
sáb;05/03/2022;10:00;24,9;0;101;;55,9;33597
sáb;05/03/2022;11:00;22,9;3,6;101;8,8;302,4;33609
sáb;05/03/2022;12:00;25,8;0;101;8,8;553,9;33621
sáb;05/03/2022;13:00;29,5;0,5;101;4,4;1763,6;33633
sáb;05/03/2022;14:00;27,8;2;101;7,9;1936,2;33645
sáb;05/03/2022;15:00;27,9;1,4;101;6,1;1822,6;33657
sáb;05/03/2022;16:00;25,1;0;107;6,5;1139,7;33669
sáb;05/03/2022;17:00;24,9;0;107;5,1;943,1;33681
sáb;05/03/2022;18:00;25;0;107;3,3;864;33693
sáb;05/03/2022;19:00;24,9;0;107;0;409,2;33705
sáb;05/03/2022;20:00;25;0;107;0;297,1;33717
sáb;05/03/2022;21:00;25,3;0;107;0;142,5;33729
sáb;05/03/2022;22:00;;;;;;33741
sáb;05/03/2022;23:00;;;;;;33753
dom;06/03/2022;0:00;;;;;;33765
dom;06/03/2022;1:00;;;;;;33777
dom;06/03/2022;2:00;;;;;;33789
dom;06/03/2022;3:00;;;;;;33801
dom;06/03/2022;4:00;;;;;;33813
dom;06/03/2022;5:00;;;;;;33825
dom;06/03/2022;6:00;;;;;;33837
dom;06/03/2022;7:00;;;;;;33849
dom;06/03/2022;8:00;;;;;;33861
dom;06/03/2022;9:00;;;;;;33873
dom;06/03/2022;10:00;22,5;;;;2;33885
dom;06/03/2022;11:00;22,5;0;118;0;57,7;33897
dom;06/03/2022;12:00;22,8;0;122;0;119,1;33909
dom;06/03/2022;13:00;23,1;0;122;0;245,2;33921
dom;06/03/2022;14:00;23,6;0;118;0;424,7;33933
dom;06/03/2022;15:00;22,7;0,1;34;5,1;229,7;33945
dom;06/03/2022;16:00;23,2;2;33;8,5;470,1;33957
dom;06/03/2022;17:00;23,8;0;64;7,8;683,4;33969
dom;06/03/2022;18:00;24,4;0;141;0;975,5;33981
dom;06/03/2022;19:00;24,1;0;141;2,6;365,6;33993
dom;06/03/2022;20:00;23,6;0;123;0;194,9;34005
dom;06/03/2022;21:00;;;;;;34017
dom;06/03/2022;22:00;;;;;;34029
dom;06/03/2022;23:00;;;;;;34041
seg;07/03/2022;0:00;;;;;;34053
seg;07/03/2022;1:00;;;;;;34065
seg;07/03/2022;2:00;;;;;;34077
seg;07/03/2022;3:00;;;;;;34089
